# generated from the tensat project
# ("Equality Saturation for Tensor Graph Superoptimization" by Yang, Phothilimthana, Wang, Willsey, Roy and Pienaar)
# network: bert
# node_limit: 50000
# iteration limit: 15
# multipatern iteration limit: 2
## root: 191
2081,0,Split([10; 2080]),10,2080
11450,0.7639679908752441,Matmul([0; 8835; 7214]),0,8835,7214
11450,0.7639679908752441,Matmul([0; 9113; 7219]),0,9113,7219
374,0.035840000957250595,Matmul([0; 3; 9826]),0,3,9826
374,0.03641600161790848,Matmul([0; 29; 9828]),0,29,9828
374,0.03641600161790848,Matmul([0; 52; 9830]),0,52,9830
374,0.03641600161790848,Matmul([0; 75; 8951]),0,75,8951
374,0.03641600161790848,Matmul([0; 98; 8953]),0,98,8953
374,0.03641600161790848,Matmul([0; 121; 565]),0,121,565
374,0.0360959991812706,Matmul([0; 144; 373]),0,144,373
374,0,Split0(6746),6746
374,0,Split0(6756),6756
374,0,Split0(6766),6766
374,0,Split0(6776),6776
374,0,Split0(6786),6786
374,0,Split0(6796),6796
374,0,Split0(6801),6801
374,0,Split0(6806),6806
374,0,Split0(6811),6811
374,0,Split0(6816),6816
374,0,Split0(6821),6821
374,0,Split0(8682),8682
374,0,Split1(3396),3396
374,0,Split1(3546),3546
374,0,Split1(3691),3691
374,0,Split1(3831),3831
374,0,Split1(3926),3926
374,0,Split1(4076),4076
374,0,Split1(4221),4221
374,0,Split1(4361),4361
374,0,Split1(4466),4466
374,0,Split1(4566),4566
374,0,Split1(4661),4661
374,0,Split1(4751),4751
374,0,Split1(6466),6466
374,0,Split1(6536),6536
374,0,Split1(6596),6596
374,0,Split1(6646),6646
374,0,Split1(6686),6686
374,0,Split1(6716),6716
6495,0.06892800331115723,Matmul([0; 3; 11138]),0,3,11138
6495,0.0708480030298233,Matmul([0; 29; 11140]),0,29,11140
6495,0.0708480030298233,Matmul([0; 52; 11142]),0,52,11142
6495,0.0708480030298233,Matmul([0; 75; 11144]),0,75,11144
6495,0.07011199742555618,Matmul([0; 98; 6494]),0,98,6494
6495,0.07011199742555618,Matmul([0; 121; 6499]),0,121,6499
7918,0,Split([10; 4494]),10,4494
5750,0.06892800331115723,Matmul([0; 3; 36641]),0,3,36641
5750,0.0708480030298233,Matmul([0; 29; 36643]),0,29,36643
5750,0.07011199742555618,Matmul([0; 52; 5749]),0,52,5749
6470,0.06892800331115723,Matmul([0; 3; 37781]),0,3,37781
6470,0.0708480030298233,Matmul([0; 29; 37785]),0,29,37785
6470,0.0708480030298233,Matmul([0; 52; 37791]),0,52,37791
6470,0.0708480030298233,Matmul([0; 75; 37795]),0,75,37795
6470,0.0708480030298233,Matmul([0; 98; 37797]),0,98,37797
6470,0.07011199742555618,Matmul([0; 121; 6469]),0,121,6469
7139,0.00003199999991920777,Concat([10; 192; 408; 418]),10,192,408,418
10936,0.7783359885215759,Matmul([0; 28; 5574]),0,28,5574
10936,0.7639679908752441,Matmul([0; 443; 5579]),0,443,5579
30901,0.3963199853897095,Matmul([0; 143; 4029]),0,143,4029
6075,0.06892800331115723,Matmul([0; 3; 36939]),0,3,36939
6075,0.0708480030298233,Matmul([0; 29; 36941]),0,29,36941
6075,0.0708480030298233,Matmul([0; 52; 36943]),0,52,36943
6075,0.07011199742555618,Matmul([0; 75; 6074]),0,75,6074
27295,0.5523520112037659,Matmul([0; 74; 2649]),0,74,2649
671,0,Split([10; 670]),10,670
6941,0,Split([10; 6940]),10,6940
34783,0.5625920295715332,Matmul([0; 97; 34787]),0,97,34787
34783,0.5505920052528381,Matmul([0; 473; 34789]),0,473,34789
34783,0.5420160293579102,Matmul([0; 8747; 4664]),0,8747,4664
10986,0.7783359885215759,Matmul([0; 51; 5904]),0,51,5904
10986,0.7639679908752441,Matmul([0; 453; 5909]),0,453,5909
35689,0.5523520112037659,Matmul([0; 143; 4769]),0,143,4769
4295,0.05350400134921074,Matmul([0; 3; 32271]),0,3,32271
4295,0.05407999828457832,Matmul([0; 29; 32275]),0,29,32275
4295,0.05407999828457832,Matmul([0; 52; 32281]),0,52,32281
4295,0.05407999828457832,Matmul([0; 75; 32287]),0,75,32287
4295,0.05407999828457832,Matmul([0; 98; 32291]),0,98,32291
4295,0.05407999828457832,Matmul([0; 121; 32293]),0,121,32293
4295,0.05532800033688545,Matmul([0; 144; 4294]),0,144,4294
26591,0.40112000703811646,Matmul([0; 28; 26593]),0,28,26593
26591,0.3887999951839447,Matmul([0; 443; 1514]),0,443,1514
8319,0,Split([10; 6674]),10,6674
5976,0,Split([10; 5975]),10,5975
26741,0.5523520112037659,Matmul([0; 28; 1844]),0,28,1844
3325,0.05350400134921074,Matmul([0; 3; 28407]),0,3,28407
3325,0.05407999828457832,Matmul([0; 29; 28411]),0,29,28411
3325,0.05407999828457832,Matmul([0; 52; 28415]),0,52,28415
3325,0.05407999828457832,Matmul([0; 75; 28417]),0,75,28417
3325,0.05532800033688545,Matmul([0; 98; 3324]),0,98,3324
40423,0.8015679717063904,Matmul([0; 74; 40429]),0,74,40429
40423,0.7773119807243347,Matmul([0; 463; 40433]),0,463,40433
40423,0.7773119807243347,Matmul([0; 8741; 40435]),0,8741,40435
40423,0.7639679908752441,Matmul([0; 8835; 7034]),0,8835,7034
1400,0.05488000065088272,Matmul([0; 3; 1399]),0,3,1399
4874,0.00002499999936844688,Concat([10; 192; 193; 509]),10,192,193,509
3080,0.05350400134921074,Matmul([0; 3; 10294]),0,3,10294
3080,0.05407999828457832,Matmul([0; 29; 10296]),0,29,10296
3080,0.05407999828457832,Matmul([0; 52; 10298]),0,52,10298
3080,0.05532800033688545,Matmul([0; 75; 3079]),0,75,3079
3080,0.05532800033688545,Matmul([0; 98; 3084]),0,98,3084
3620,0.05350400134921074,Matmul([0; 3; 29319]),0,3,29319
3620,0.05407999828457832,Matmul([0; 29; 29323]),0,29,29323
3620,0.05407999828457832,Matmul([0; 52; 29327]),0,52,29327
3620,0.05407999828457832,Matmul([0; 75; 29329]),0,75,29329
3620,0.05532800033688545,Matmul([0; 98; 3619]),0,98,3619
26609,0.5523520112037659,Matmul([0; 28; 1539]),0,28,1539
36917,0.8015679717063904,Matmul([0; 51; 36919]),0,51,36919
36917,0.7639679908752441,Matmul([0; 453; 6054]),0,453,6054
8925,0.40112000703811646,Matmul([0; 74; 551]),0,74,551
8925,0.3887999951839447,Matmul([0; 463; 338]),0,463,338
152,0.021344000473618507,Matmul([0; 3; 9550]),0,3,9550
152,0.02120400033891201,Matmul([0; 29; 9552]),0,29,9552
152,0.02120400033891201,Matmul([0; 52; 9554]),0,52,9554
152,0.02120400033891201,Matmul([0; 75; 8841]),0,75,8841
152,0.02120400033891201,Matmul([0; 98; 8843]),0,98,8843
152,0.02120400033891201,Matmul([0; 121; 487]),0,121,487
152,0.021296000108122826,Matmul([0; 144; 151]),0,144,151
152,0,Split0(390),390
152,0,Split0(395),395
152,0,Split0(4026),4026
152,0,Split0(4031),4031
152,0,Split0(4036),4036
152,0,Split0(4041),4041
152,0,Split0(4046),4046
152,0,Split0(4051),4051
152,0,Split0(4056),4056
152,0,Split0(4061),4061
152,0,Split0(4066),4066
152,0,Split0(4071),4071
152,0,Split0(4076),4076
152,0,Split0(4086),4086
152,0,Split0(4096),4096
152,0,Split0(4106),4106
152,0,Split0(4116),4116
152,0,Split0(4126),4126
152,0,Split0(4136),4136
152,0,Split0(4141),4141
152,0,Split0(4146),4146
152,0,Split0(4151),4151
152,0,Split0(4156),4156
152,0,Split0(4161),4161
152,0,Split0(8533),8533
152,0,Split1(375),375
152,0,Split1(3291),3291
152,0,Split1(3441),3441
152,0,Split1(3586),3586
152,0,Split1(3726),3726
2665,0.05350400134921074,Matmul([0; 3; 27309]),0,3,27309
2665,0.05407999828457832,Matmul([0; 29; 27311]),0,29,27311
2665,0.05407999828457832,Matmul([0; 52; 27313]),0,52,27313
2665,0.05532800033688545,Matmul([0; 75; 2664]),0,75,2664
33049,0.5625920295715332,Matmul([0; 74; 33055]),0,74,33055
33049,0.5505920052528381,Matmul([0; 463; 33059]),0,463,33059
33049,0.5505920052528381,Matmul([0; 8741; 33061]),0,8741,33061
33049,0.5420160293579102,Matmul([0; 8835; 4439]),0,8835,4439
4784,0.00003199999991920777,Concat([10; 192; 189; 403]),10,192,189,403
8674,0,Split([0; 8673]),0,8673
11134,0.8015679717063904,Matmul([0; 74; 11136]),0,74,11136
11134,0.7639679908752441,Matmul([0; 463; 6454]),0,463,6454
11134,0.7639679908752441,Matmul([0; 8741; 6459]),0,8741,6459
5689,0.00003199999991920777,Concat([10; 192; 273; 278]),10,192,273,278
37827,0.8015679717063904,Matmul([0; 74; 37831]),0,74,37831
37827,0.7773119807243347,Matmul([0; 463; 37833]),0,463,37833
37827,0.7639679908752441,Matmul([0; 8741; 6479]),0,8741,6479
1534,0.00002700000004551839,Concat([10; 192; 445; 223]),10,192,445,223
40153,0.7783359885215759,Matmul([0; 143; 6979]),0,143,6979
3900,0.05350400134921074,Matmul([0; 3; 30225]),0,3,30225
3900,0.05407999828457832,Matmul([0; 29; 30229]),0,29,30229
3900,0.05407999828457832,Matmul([0; 52; 30235]),0,52,30235
3900,0.05407999828457832,Matmul([0; 75; 30239]),0,75,30239
3900,0.05407999828457832,Matmul([0; 98; 30241]),0,98,30241
3900,0.05532800033688545,Matmul([0; 121; 3899]),0,121,3899
29605,0.5625920295715332,Matmul([0; 51; 29611]),0,51,29611
29605,0.5505920052528381,Matmul([0; 453; 29615]),0,453,29615
29605,0.5505920052528381,Matmul([0; 8735; 29617]),0,8735,29617
29605,0.5420160293579102,Matmul([0; 8821; 3704]),0,8821,3704
399,0.035840000957250595,Matmul([0; 3; 9916]),0,3,9916
399,0.03641600161790848,Matmul([0; 29; 9918]),0,29,9918
399,0.03641600161790848,Matmul([0; 52; 9920]),0,52,9920
399,0.03641600161790848,Matmul([0; 75; 8971]),0,75,8971
399,0.03641600161790848,Matmul([0; 98; 8973]),0,98,8973
399,0.03641600161790848,Matmul([0; 121; 575]),0,121,575
399,0.0360959991812706,Matmul([0; 144; 398]),0,144,398
399,0,Split0(7046),7046
399,0,Split0(7051),7051
399,0,Split0(7056),7056
399,0,Split0(7061),7061
399,0,Split0(7066),7066
399,0,Split0(7071),7071
399,0,Split0(8702),8702
399,0,Split1(3421),3421
399,0,Split1(3571),3571
399,0,Split1(3716),3716
399,0,Split1(3856),3856
399,0,Split1(3976),3976
399,0,Split1(4126),4126
399,0,Split1(4271),4271
399,0,Split1(4411),4411
399,0,Split1(4491),4491
399,0,Split1(4591),4591
399,0,Split1(4686),4686
399,0,Split1(4776),4776
399,0,Split1(6491),6491
399,0,Split1(6561),6561
399,0,Split1(6621),6621
399,0,Split1(6671),6671
399,0,Split1(6711),6711
399,0,Split1(6741),6741
399,0,Split1(6786),6786
399,0,Split1(6856),6856
399,0,Split1(6916),6916
399,0,Split1(6966),6966
399,0,Split1(7006),7006
8907,0.40112000703811646,Matmul([0; 51; 8909]),0,51,8909
8907,0.3935360014438629,Matmul([0; 453; 543]),0,453,543
8907,0.3887999951839447,Matmul([0; 8735; 318]),0,8735,318
8511,0.24031999707221985,Matmul([0; 8510; 123]),0,8510,123
8795,0.23977600038051605,Matmul([0; 28; 8797]),0,28,8797
8795,0.23161600530147552,Matmul([0; 443; 455]),0,443,455
8795,0.22566400468349457,Matmul([0; 8729; 77]),0,8729,77
2174,0.5523520112037659,Matmul([0; 74; 2179]),0,74,2179
2174,0.00003199999991920777,Concat([10; 192; 455; 533]),10,192,455,533
3739,0.00002700000004551839,Concat([10; 192; 483; 313]),10,192,483,313
2944,0.5523520112037659,Matmul([0; 97; 2949]),0,97,2949
2944,0.00003199999991920777,Concat([10; 192; 467; 551]),10,192,467,551
17577,0.5625920295715332,Matmul([0; 51; 10814]),0,51,10814
17577,0.5505920052528381,Matmul([0; 453; 10816]),0,453,10816
17577,0.5505920052528381,Matmul([0; 8735; 10818]),0,8735,10818
17577,0.5505920052528381,Matmul([0; 8821; 10820]),0,8821,10820
17577,0.5420160293579102,Matmul([0; 9062; 4644]),0,9062,4644
17577,0.5420160293579102,Matmul([0; 9110; 4649]),0,9110,4649
6584,0.7783359885215759,Matmul([0; 120; 6589]),0,120,6589
6584,0.000029000000722589903,Concat([10; 192; 557; 563]),10,192,557,563
30965,0.5625920295715332,Matmul([0; 97; 30967]),0,97,30967
30965,0.5420160293579102,Matmul([0; 473; 4044]),0,473,4044
4066,0,Split([10; 4065]),10,4065
28831,0.5625920295715332,Matmul([0; 51; 28835]),0,51,28835
28831,0.5505920052528381,Matmul([0; 453; 28837]),0,453,28837
28831,0.5420160293579102,Matmul([0; 8735; 3459]),0,8735,3459
28075,0.40112000703811646,Matmul([0; 51; 28079]),0,51,28079
28075,0.3935360014438629,Matmul([0; 453; 28081]),0,453,28081
28075,0.3887999951839447,Matmul([0; 8735; 3139]),0,8735,3139
3995,0.05350400134921074,Matmul([0; 3; 30759]),0,3,30759
3995,0.05407999828457832,Matmul([0; 29; 30763]),0,29,30763
3995,0.05407999828457832,Matmul([0; 52; 30769]),0,52,30769
3995,0.05407999828457832,Matmul([0; 75; 30775]),0,75,30775
3995,0.05407999828457832,Matmul([0; 98; 30779]),0,98,30779
3995,0.05407999828457832,Matmul([0; 121; 30781]),0,121,30781
3995,0.05532800033688545,Matmul([0; 144; 3994]),0,144,3994
6821,0,Split([10; 6820]),10,6820
31567,0.5625920295715332,Matmul([0; 97; 31571]),0,97,31571
31567,0.5505920052528381,Matmul([0; 473; 31573]),0,473,31573
31567,0.5420160293579102,Matmul([0; 8747; 4154]),0,8747,4154
2521,0,Split([10; 2520]),10,2520
38731,0.7783359885215759,Matmul([0; 120; 6734]),0,120,6734
463,0.23414400219917297,Matmul([0; 74; 97]),0,74,97
463,0,Split0(7543),7543
463,0,Split0(7547),7547
463,0,Split0(7551),7551
463,0,Split0(7555),7555
463,0,Split0(7559),7559
463,0,Split0(7563),7563
463,0,Split1(7458),7458
463,0,Split1(7488),7488
463,0,Split1(7515),7515
463,0,Split1(8490),8490
28115,0.5625920295715332,Matmul([0; 51; 28117]),0,51,28117
28115,0.5420160293579102,Matmul([0; 453; 3164]),0,453,3164
11170,0.8015679717063904,Matmul([0; 28; 11172]),0,28,11172
11170,0.7773119807243347,Matmul([0; 443; 11174]),0,443,11174
11170,0.7773119807243347,Matmul([0; 8729; 11176]),0,8729,11176
11170,0.7639679908752441,Matmul([0; 8807; 6564]),0,8807,6564
11170,0.7639679908752441,Matmul([0; 9023; 6569]),0,9023,6569
2011,0,Split([10; 2010]),10,2010
8468,0.24031999707221985,Matmul([0; 8459; 65]),0,8459,65
26777,0.5523520112037659,Matmul([0; 51; 1939]),0,51,1939
8259,0,Split([10; 6344]),10,6344
30311,0.5625920295715332,Matmul([0; 97; 30313]),0,97,30313
30311,0.5420160293579102,Matmul([0; 473; 3919]),0,473,3919
11306,0.8015679717063904,Matmul([0; 51; 11308]),0,51,11308
11306,0.7773119807243347,Matmul([0; 453; 11310]),0,453,11310
11306,0.7773119807243347,Matmul([0; 8735; 11312]),0,8735,11312
11306,0.7639679908752441,Matmul([0; 8821; 6914]),0,8821,6914
11306,0.7639679908752441,Matmul([0; 9062; 6919]),0,9062,6919
4139,0.000022000000171829015,Concat([10; 192; 151; 579]),10,192,151,579
37763,0.8015679717063904,Matmul([0; 28; 37767]),0,28,37767
37763,0.7773119807243347,Matmul([0; 443; 37773]),0,443,37773
37763,0.7773119807243347,Matmul([0; 8729; 37777]),0,8729,37777
37763,0.7773119807243347,Matmul([0; 8807; 37779]),0,8807,37779
37763,0.7639679908752441,Matmul([0; 9023; 6464]),0,9023,6464
5485,0.06892800331115723,Matmul([0; 3; 36489]),0,3,36489
5485,0.0708480030298233,Matmul([0; 29; 36491]),0,29,36491
5485,0.07011199742555618,Matmul([0; 52; 5484]),0,52,5484
7413,0,Split([10; 1879]),10,1879
10040,0.40112000703811646,Matmul([0; 97; 8995]),0,97,8995
10040,0.3935360014438629,Matmul([0; 473; 8997]),0,473,8997
10040,0.3935360014438629,Matmul([0; 8747; 587]),0,8747,587
10040,0.3887999951839447,Matmul([0; 8849; 428]),0,8849,428
8983,0.40112000703811646,Matmul([0; 120; 8985]),0,120,8985
8983,0.3935360014438629,Matmul([0; 483; 581]),0,483,581
8983,0.3887999951839447,Matmul([0; 8753; 413]),0,8753,413
11154,0.8015679717063904,Matmul([0; 28; 11156]),0,28,11156
11154,0.7773119807243347,Matmul([0; 443; 11158]),0,443,11158
11154,0.7773119807243347,Matmul([0; 8729; 11160]),0,8729,11160
11154,0.7639679908752441,Matmul([0; 8807; 6514]),0,8807,6514
11154,0.7639679908752441,Matmul([0; 9023; 6519]),0,9023,6519
27623,0.5625920295715332,Matmul([0; 51; 27625]),0,51,27625
27623,0.5420160293579102,Matmul([0; 453; 2869]),0,453,2869
10600,0.5625920295715332,Matmul([0; 74; 10602]),0,74,10602
10600,0.5505920052528381,Matmul([0; 463; 10604]),0,463,10604
10600,0.5420160293579102,Matmul([0; 8741; 4094]),0,8741,4094
10600,0.5420160293579102,Matmul([0; 8835; 4099]),0,8835,4099
10650,0.5625920295715332,Matmul([0; 97; 10652]),0,97,10652
10650,0.5420160293579102,Matmul([0; 473; 4239]),0,473,4239
10650,0.5420160293579102,Matmul([0; 8747; 4244]),0,8747,4244
4766,0,Split([10; 4765]),10,4765
27757,0.5523520112037659,Matmul([0; 97; 2959]),0,97,2959
11016,0.8015679717063904,Matmul([0; 51; 11018]),0,51,11018
11016,0.7639679908752441,Matmul([0; 453; 6094]),0,453,6094
11016,0.7639679908752441,Matmul([0; 8735; 6099]),0,8735,6099
4400,0.05350400134921074,Matmul([0; 3; 16991]),0,3,16991
4400,0.05407999828457832,Matmul([0; 29; 10710]),0,29,10710
4400,0.05407999828457832,Matmul([0; 52; 10712]),0,52,10712
4400,0.05407999828457832,Matmul([0; 75; 10714]),0,75,10714
4400,0.05407999828457832,Matmul([0; 98; 10716]),0,98,10716
4400,0.05532800033688545,Matmul([0; 121; 4399]),0,121,4399
4400,0.05532800033688545,Matmul([0; 144; 4404]),0,144,4404
6309,0.00003199999991920777,Concat([10; 192; 328; 338]),10,192,328,338
5066,0,Split([10; 5065]),10,5065
32491,0.5523520112037659,Matmul([0; 120; 4339]),0,120,4339
1460,0.05488000065088272,Matmul([0; 3; 1459]),0,3,1459
1460,0.05532800033688545,Matmul([0; 29; 1464]),0,29,1464
11432,0.7783359885215759,Matmul([0; 143; 7184]),0,143,7184
11432,0.7639679908752441,Matmul([0; 493; 7189]),0,493,7189
29669,0.40112000703811646,Matmul([0; 97; 29671]),0,97,29671
29669,0.3887999951839447,Matmul([0; 473; 3719]),0,473,3719
10036,0.40112000703811646,Matmul([0; 51; 10038]),0,51,10038
10036,0.3935360014438629,Matmul([0; 453; 10040]),0,453,10040
10036,0.3935360014438629,Matmul([0; 8735; 8995]),0,8735,8995
10036,0.3935360014438629,Matmul([0; 8821; 8997]),0,8821,8997
10036,0.3935360014438629,Matmul([0; 9062; 587]),0,9062,587
10036,0.3887999951839447,Matmul([0; 9110; 428]),0,9110,428
9898,0.40112000703811646,Matmul([0; 28; 9900]),0,28,9900
9898,0.3935360014438629,Matmul([0; 443; 9902]),0,443,9902
9898,0.3935360014438629,Matmul([0; 8729; 8967]),0,8729,8967
9898,0.3935360014438629,Matmul([0; 8807; 8969]),0,8807,8969
9898,0.3935360014438629,Matmul([0; 9023; 573]),0,9023,573
9898,0.3887999951839447,Matmul([0; 9059; 393]),0,9059,393
28797,0.40112000703811646,Matmul([0; 28; 28801]),0,28,28801
28797,0.3935360014438629,Matmul([0; 443; 28807]),0,443,28807
28797,0.3935360014438629,Matmul([0; 8729; 28811]),0,8729,28811
28797,0.3935360014438629,Matmul([0; 8807; 28813]),0,8807,28813
28797,0.3887999951839447,Matmul([0; 9023; 3449]),0,9023,3449
3891,0,Split([10; 3890]),10,3890
8889,0.40112000703811646,Matmul([0; 51; 533]),0,51,533
8889,0.3887999951839447,Matmul([0; 453; 293]),0,453,293
33087,0.5625920295715332,Matmul([0; 28; 33091]),0,28,33091
33087,0.5505920052528381,Matmul([0; 443; 33097]),0,443,33097
33087,0.5505920052528381,Matmul([0; 8729; 33103]),0,8729,33103
33087,0.5505920052528381,Matmul([0; 8807; 33107]),0,8807,33107
33087,0.5505920052528381,Matmul([0; 9023; 33109]),0,9023,33109
33087,0.5420160293579102,Matmul([0; 9059; 4464]),0,9059,4464
36583,0.8015679717063904,Matmul([0; 28; 36585]),0,28,36585
36583,0.7639679908752441,Matmul([0; 443; 5669]),0,443,5669
11310,0.8015679717063904,Matmul([0; 97; 11312]),0,97,11312
11310,0.7639679908752441,Matmul([0; 473; 6914]),0,473,6914
11310,0.7639679908752441,Matmul([0; 8747; 6919]),0,8747,6919
26795,0.40112000703811646,Matmul([0; 28; 26797]),0,28,26797
26795,0.3887999951839447,Matmul([0; 443; 1964]),0,443,1964
4239,0.5523520112037659,Matmul([0; 143; 4244]),0,143,4244
4239,0.00003199999991920777,Concat([10; 192; 489; 569]),10,192,489,569
1619,0.00003199999991920777,Concat([10; 192; 54; 278]),10,192,54,278
5900,0.06892800331115723,Matmul([0; 3; 36765]),0,3,36765
5900,0.0708480030298233,Matmul([0; 29; 36767]),0,29,36767
5900,0.0708480030298233,Matmul([0; 52; 36769]),0,52,36769
5900,0.07011199742555618,Matmul([0; 75; 5899]),0,75,5899
32293,0.5523520112037659,Matmul([0; 143; 4294]),0,143,4294
36683,0.8015679717063904,Matmul([0; 51; 36685]),0,51,36685
36683,0.7639679908752441,Matmul([0; 453; 5809]),0,453,5809
10366,0.5625920295715332,Matmul([0; 28; 10368]),0,28,10368
10366,0.5505920052528381,Matmul([0; 443; 10370]),0,443,10370
10366,0.5505920052528381,Matmul([0; 8729; 10372]),0,8729,10372
10366,0.5420160293579102,Matmul([0; 8807; 3364]),0,8807,3364
10366,0.5420160293579102,Matmul([0; 9023; 3369]),0,9023,3369
1819,0.00003199999991920777,Concat([10; 192; 65; 459]),10,192,65,459
1236,0,Split([10; 1235]),10,1235
5306,0,Split([10; 5305]),10,5305
6206,0,Split([10; 6205]),10,6205
7019,0.00002499999936844688,Concat([10; 192; 393; 579]),10,192,393,579
8506,0.24031999707221985,Matmul([0; 8493; 120]),0,8493,120
26857,0.3963199853897095,Matmul([0; 74; 2109]),0,74,2109
27877,0.5523520112037659,Matmul([0; 74; 3024]),0,74,3024
39553,0.8015679717063904,Matmul([0; 97; 39557]),0,97,39557
39553,0.7773119807243347,Matmul([0; 473; 39559]),0,473,39559
39553,0.7639679908752441,Matmul([0; 8747; 6874]),0,8747,6874
40135,0.8015679717063904,Matmul([0; 51; 40141]),0,51,40141
40135,0.7773119807243347,Matmul([0; 453; 40147]),0,453,40147
40135,0.7773119807243347,Matmul([0; 8735; 40151]),0,8735,40151
40135,0.7773119807243347,Matmul([0; 8821; 40153]),0,8821,40153
40135,0.7639679908752441,Matmul([0; 9062; 6979]),0,9062,6979
6550,0.06892800331115723,Matmul([0; 3; 38061]),0,3,38061
6550,0.0708480030298233,Matmul([0; 29; 38065]),0,29,38065
6550,0.0708480030298233,Matmul([0; 52; 38071]),0,52,38071
6550,0.0708480030298233,Matmul([0; 75; 38075]),0,75,38075
6550,0.0708480030298233,Matmul([0; 98; 38077]),0,98,38077
6550,0.07011199742555618,Matmul([0; 121; 6549]),0,121,6549
1389,0.00002700000004551839,Concat([10; 192; 443; 203]),10,192,443,203
2664,0.000022000000171829015,Concat([10; 192; 97; 547]),10,192,97,547
1449,0.5523520112037659,Matmul([0; 28; 1454]),0,28,1454
1449,0.00003199999991920777,Concat([10; 192; 443; 513]),10,192,443,513
1914,0.00003199999991920777,Concat([10; 192; 65; 278]),10,192,65,278
26969,0.40112000703811646,Matmul([0; 51; 26971]),0,51,26971
26969,0.3887999951839447,Matmul([0; 453; 2254]),0,453,2254
30967,0.5523520112037659,Matmul([0; 120; 4044]),0,120,4044
11446,0.8015679717063904,Matmul([0; 120; 11448]),0,120,11448
11446,0.7639679908752441,Matmul([0; 483; 7204]),0,483,7204
11446,0.7639679908752441,Matmul([0; 8753; 7209]),0,8753,7209
6161,0,Split([10; 6160]),10,6160
7905,0,Split([10; 4409]),10,4409
2085,0.05350400134921074,Matmul([0; 3; 26843]),0,3,26843
2085,0.05407999828457832,Matmul([0; 29; 26845]),0,29,26845
